600111 包钢稀土 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2007-01-11,1.85,1.87,1.78,1.82,7272005,99106560.000
2007-01-12,1.80,1.83,1.69,1.70,6221081,82748296.000
2007-01-15,1.68,1.88,1.68,1.86,7686336,104837544.000
2007-01-16,1.86,1.91,1.82,1.89,7741925,107320296.000
2007-01-17,1.92,2.05,1.81,1.92,10864033,157501904.000
2007-01-18,1.90,2.00,1.82,1.94,7430759,104754400.000
2007-01-19,1.97,2.07,1.95,2.03,10620108,157510496.000
2007-01-22,2.05,2.09,1.99,2.07,9601295,143617824.000
2007-01-23,2.06,2.09,1.91,2.00,7379829,108841624.000
2007-01-24,2.00,2.07,1.96,1.99,5462842,80134424.000
2007-01-25,1.95,1.96,1.85,1.86,7254076,101928960.000
2007-01-26,1.83,1.93,1.71,1.91,7748999,104254232.000
2007-01-29,1.92,1.96,1.86,1.94,8018306,113926016.000
2007-01-30,1.94,2.03,1.94,1.95,6364139,92677000.000
2007-01-31,1.95,1.95,1.71,1.73,7540213,102069656.000
2007-02-01,1.71,1.83,1.67,1.78,6129129,80940256.000
2007-02-02,1.78,1.80,1.73,1.73,4002341,52902480.000
2007-02-05,1.72,1.79,1.70,1.76,3755707,49741492.000
2007-02-06,1.77,1.81,1.72,1.79,3091002,41391856.000
2007-02-07,1.84,1.84,1.76,1.78,3542969,47904604.000
2007-02-08,1.78,1.84,1.75,1.82,4551633,61883328.000
2007-02-09,1.83,1.83,1.77,1.79,2854283,38370416.000
2007-02-12,1.79,1.96,1.79,1.92,6585518,93360936.000
2007-02-13,1.92,1.96,1.90,1.94,3425347,48871724.000
2007-02-14,1.94,2.07,1.92,2.00,7665926,113152816.000
2007-02-15,2.00,2.10,2.00,2.09,8513681,128711160.000
2007-02-16,2.12,2.31,2.12,2.27,10208407,163539008.000
2007-02-26,2.29,2.49,2.28,2.43,7102623,121920960.000
2007-02-27,2.43,2.45,2.14,2.14,8537821,139306672.000
2007-02-28,2.05,2.29,2.05,2.24,8780527,137779712.000
2007-03-01,2.24,2.25,2.06,2.10,6891820,107198288.000
2007-03-02,2.10,2.20,2.08,2.13,3994770,62326472.000
2007-03-05,2.13,2.21,2.05,2.20,4989463,77883368.000
2007-03-06,2.16,2.20,2.12,2.17,2125974,33359948.000
2007-03-07,2.20,2.23,2.18,2.20,3508108,55835596.000
2007-03-08,2.21,2.37,2.20,2.37,9355939,154594704.000
2007-03-09,2.47,2.47,2.23,2.29,9012195,150434976.000
2007-03-12,2.28,2.37,2.24,2.33,6315125,104714928.000
2007-03-13,2.33,2.46,2.29,2.41,7639873,130438040.000
2007-03-14,2.39,2.40,2.30,2.37,4671921,78287152.000
2007-03-15,2.37,2.37,2.32,2.35,3458323,57928608.000
2007-03-16,2.33,2.41,2.28,2.38,6085486,102840632.000
2007-03-19,2.32,2.67,2.30,2.60,14351309,261204544.000
2007-03-20,2.61,2.63,2.53,2.55,6774555,122645968.000
