600722 金牛化工 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2007-01-11,2.18,2.31,2.17,2.24,9552224,21467016.000
2007-01-12,2.24,2.30,2.12,2.14,7290744,16143207.000
2007-01-15,2.12,2.28,2.10,2.25,5987448,13152313.000
2007-01-16,2.25,2.46,2.21,2.42,14019088,32724660.000
2007-01-17,2.44,2.60,2.42,2.52,24428525,60990660.000
2007-01-18,2.45,2.59,2.42,2.55,8970733,22234708.000
2007-01-19,2.55,2.58,2.50,2.53,7663628,19367232.000
2007-01-22,2.48,2.67,2.45,2.66,13853104,35235264.000
2007-01-23,2.64,2.66,2.56,2.62,10567653,27498664.000
2007-01-24,2.62,2.74,2.62,2.68,9705503,26151292.000
2007-01-25,2.70,2.70,2.49,2.56,6708579,17353444.000
2007-01-26,2.56,2.56,2.30,2.50,7146285,17319442.000
2007-01-29,2.48,2.64,2.43,2.57,8582138,21726144.000
2007-01-30,2.56,2.65,2.52,2.54,6955288,17928292.000
2007-01-31,2.54,2.54,2.40,2.44,5164377,12798674.000
2007-02-01,2.40,2.46,2.32,2.42,4371273,10429082.000
2007-02-02,2.42,2.46,2.35,2.40,3176898,7631186.000
2007-02-05,2.35,2.44,2.35,2.41,2545322,6108944.000
2007-02-06,2.41,2.50,2.38,2.48,4489357,11032617.000
2007-02-07,2.49,2.55,2.47,2.50,4132829,10364728.000
2007-02-08,2.51,2.55,2.49,2.55,4357775,10965379.000
2007-02-09,2.55,2.59,2.53,2.57,4659545,11952565.000
2007-02-12,2.58,2.64,2.58,2.63,6368747,16653196.000
2007-02-13,2.64,2.67,2.59,2.66,6449465,16959656.000
2007-02-14,2.66,2.93,2.64,2.93,16702226,47872912.000
2007-02-15,3.03,3.22,3.00,3.22,9305731,29372012.000
2007-02-16,3.42,3.54,3.30,3.39,26522592,91030416.000
2007-02-26,3.40,3.73,3.22,3.73,13426613,46851704.000
2007-02-27,3.73,4.05,3.41,3.45,19226703,73298848.000
2007-02-28,3.45,3.80,3.42,3.80,11880154,43369520.000
2007-03-01,3.90,4.15,3.83,4.11,20133999,80400368.000
2007-03-02,4.11,4.11,3.75,3.92,12795301,50542600.000
2007-03-05,3.92,3.92,3.55,3.73,10712743,39901640.000
2007-03-06,3.70,3.70,3.47,3.64,7254112,26189630.000
2007-03-07,3.63,3.76,3.60,3.73,5275255,19560108.000
2007-03-08,3.74,4.08,3.74,3.98,11115060,43905724.000
2007-03-09,3.98,4.02,3.80,3.91,7410751,28969878.000
2007-03-13,3.52,4.30,3.52,4.30,20073941,83391312.000
2007-03-14,4.34,4.73,4.00,4.73,26572404,119964072.000
2007-03-15,4.70,5.19,4.65,4.86,25757861,128173736.000
2007-03-16,4.42,4.83,4.37,4.44,22069946,99509872.000
2007-03-19,4.25,4.42,4.15,4.41,14664123,63026648.000
2007-03-20,4.35,4.76,4.30,4.73,14083232,63440952.000
2007-03-21,4.65,4.85,4.60,4.68,11290118,52851716.000
2007-03-22,4.59,4.85,4.48,4.65,20369450,94676464.000
2007-03-23,4.62,4.90,4.51,4.80,19620886,92673424.000
2007-03-26,4.82,5.10,4.81,5.08,18068773,90157696.000
2007-03-27,5.07,5.26,4.88,5.22,19926142,101819280.000
2007-03-28,5.20,5.20,4.76,5.10,17682078,89479616.000
2007-03-29,5.02,5.10,4.77,4.93,12333372,60136456.000
2007-03-30,4.87,5.10,4.75,5.04,14459355,71487824.000
2007-04-02,5.10,5.28,5.00,5.20,33236451,170088016.000
